安庆,117.0636063,30.53095627
亳州,115.7844696,33.85064316
蚌埠,117.3955154,32.92152405
池州,117.4984207,30.67088509
滁州,118.3394089,32.26127243
阜阳,115.8204346,32.89606094
合肥,117.2334442,31.82657814
淮北,116.8045349,33.96165848
淮南,117.0063858,32.63184738
黄山,118.1680908,30.13039017
六安,116.526413,31.74145126
马鞍山,118.5135803,31.67626572
宿州,116.9705429,33.65209579
铜陵,117.8184815,30.95123291
芜湖,118.4394379,31.35853767
宣城,118.7655335,30.94660187
北京,116.4133835,39.910923
重庆,106.5584335,29.56899643
福州,119.3034668,26.08042908
龙岩,117.0234451,25.08122063
南平,118.184372,26.64777184
宁德,119.554512,26.67224121
莆田,119.0145187,25.45986557
泉州,118.6824417,24.87995148
三明,117.6455231,26.26973534
厦门,118.0964356,24.48540878
漳州,117.6535797,24.51893044
潮州,116.6294632,23.66262245
东莞,113.7584152,23.02730751
佛山,113.1285095,23.02775955
广州,113.271431,23.13533592
惠州,114.4235611,23.11635971
河源,114.7074432,23.74968529
揭阳,116.3785172,23.55574036
江门,113.0885544,22.58460426
梅州,116.1295395,24.2941761
茂名,110.9315414,21.66906357
清远,113.0624619,23.68822861
汕头,116.68853,23.35909081
汕尾,115.381546,22.79126167
深圳,114.0645523,22.54845619
韶关,113.6035233,24.81587982
云浮,112.0515137,22.92091179
阳江,111.9884872,21.86433983
中山,113.3994217,22.52231407
湛江,110.3655548,21.27672386
珠海,113.5825577,22.27656364
肇庆,112.471489,23.05288887
北海,109.1265335,21.48683548
百色,106.624588,23.90818787
崇左,107.371521,22.38311768
防城港,108.3604202,21.69300461
桂林,110.2035446,25.2428875
贵港,109.6055145,23.11744881
河池,108.0914993,24.69891167
贺州,111.5735245,24.40945053
来宾,109.2274551,23.75654602
柳州,109.4344254,24.33196068
南宁,108.3734512,22.82260704
钦州,108.6605835,21.98659325
梧州,111.2855148,23.48274612
玉林,110.1884537,22.65983009
白银,104.1444473,36.55082703
定西,104.6324158,35.58683395
甘南州,102.9175873,34.98913956
嘉峪关,98.29620361,39.77796173
酒泉,98.50067902,39.73846817
金昌,102.194603,38.52582169
临夏州,103.2163925,35.60756302
兰州,103.8405228,36.06723404
陇南,104.9285812,33.40662003
平凉,106.6714478,35.54923248
庆阳,107.6493835,35.71521759
天水,105.7314224,34.58741379
武威,102.6445541,37.93437958
张掖,100.4564056,38.93206406
安顺,105.9544144,26.25925255
毕节,105.2985916,27.29021454
贵阳,106.6365814,26.65332413
六盘水,104.8375549,26.59883308
黔东南州,107.9906006,26.5898571
黔南州,107.5286636,26.26058578
黔西南州,104.9108582,25.09597397
铜仁地区,109.2099991,27.72999954
遵义,106.9334259,27.7317009
保定,115.4714584,38.87998962
承德,117.9693985,40.95785522
沧州,116.8455811,38.310215
衡水,115.6753998,37.74518967
邯郸,114.5456314,36.63126373
廊坊,116.6905747,39.54336548
秦皇岛,119.6085358,39.94174576
石家庄,114.5215302,38.04831314
唐山,118.1864624,39.63658524
邢台,114.5114594,37.07668686
张家口,114.8925705,40.77323914
安阳,114.3995056,36.10594177
漯河,114.0234222,33.58771133
鹤壁,114.3035889,35.75235748
焦作,113.2485504,35.22096252
开封,114.3145981,34.80288315
洛阳,112.4594269,34.62426376
南阳,112.5345078,32.99655914
平顶山,113.1995316,33.77204895
濮阳,115.0355911,35.76759338
三门峡,111.2065277,34.77832413
商丘,115.6624527,34.42020035
信阳,114.0974808,32.15301514
新乡,113.9335938,35.30963898
许昌,113.8584747,34.04143143
周口,114.7034836,33.63182831
郑州,113.6314163,34.75344086
驻马店,114.0284653,33.01784134
海口,110.3255234,20.04405022
三亚,109.5185623,18.25873566
恩施州,109.4947662,30.27790833
鄂州,114.9016113,30.39657021
黄冈,114.8784866,30.45935822
黄石,115.0455322,30.20520782
荆州,112.2455216,30.3408432
荆门,112.2063904,31.04173279
十堰,110.8045273,32.63506317
随州,113.3894501,31.69651604
武汉,114.3115845,30.59846687
咸宁,114.3285217,29.84705544
孝感,113.9225082,30.93069077
襄阳,112.1285324,32.01479721
宜昌,111.2925491,30.69744682
常德,111.705452,29.03775024
彬州,113.0214615,25.77668381
长沙,112.9454727,28.23488998
怀化,110.0085144,27.57516098
衡阳,112.5784454,26.89957428
娄底,112.001503,27.70320892
邵阳,111.4744339,27.24527168
湘潭,112.9504623,27.8357029
湘西州,109.7455063,28.31739807
岳阳,113.1354904,29.36317635
永州,111.6194534,26.42586327
益阳,112.3615189,28.55971146
张家界,110.4855347,29.12281609
株洲,113.1404724,27.83356857
大兴安岭地区,124.5986633,51.92993164
大庆,125.1086578,46.59363556
哈尔滨,126.5416107,45.80882263
鹤岗,130.3044281,47.35605621
黑河,127.5354843,50.25127411
佳木斯,130.3273621,46.80569077
鸡西,130.9756165,45.3008728
牡丹江,129.6395416,44.55624771
七台河,131.0115509,45.77629852
齐齐哈尔,123.9245682,47.35997772
双鸭山,131.1653442,46.6531868
绥化,126.9753571,46.66003036
伊春,128.8475494,47.73331833
白城,122.8455887,45.62550735
白山,126.4296265,41.9396286
长春,125.3306046,43.82195282
吉林,126.5556335,43.84356689
辽源,125.1504211,42.89405441
四平,124.3564835,43.17199326
松原,124.8314819,45.14740372
通化,125.9466095,41.73381424
延边州,129.5155945,42.89720917
常州,119.9814835,31.8157959
常熟,120.7594986,31.65953827
海门,121.1884384,31.87361145
淮安,119.0214844,33.61629486
江阴,120.2915726,31.92604446
金坛,119.6045761,31.72889328
昆山,120.9874497,31.39086342
溧阳,119.4915009,31.42210388
连云港,119.2286224,34.60224915
南京,118.8024216,32.06465149
南通,120.9015884,31.98654938
句容,119.1754303,31.95092392
宿迁,118.2815781,33.96775055
苏州,120.5924149,31.30356407
太仓,121.1355972,31.46459961
泰州,119.9295731,32.46067429
吴江,120.6515656,31.14464569
徐州,117.2905731,34.21266556
无锡,120.3185806,31.49880981
宜兴,119.8316116,31.34295654
扬州,119.419426,32.40067673
盐城,120.1675415,33.35510254
张家港,120.561554,31.88113976
镇江,119.4304886,32.19471741
抚州,116.3645401,27.95489311
赣州,114.940506,25.83517647
九江,116.0075302,29.71133995
吉安,115.0005112,27.11972618
景德镇,117.1845703,29.27424812
南昌,115.8645859,28.68945503
萍乡,113.861496,27.62839317
上饶,117.9494629,28.4606266
新余,114.9235382,27.82357979
宜春,114.4235611,27.82085609
鹰潭,117.0755768,28.26578712
鞍山,123.0013733,41.11505127
本溪,123.6925125,41.49291611
朝阳,120.4574966,41.57982254
丹东,124.3615494,40.00640869
大连,121.6216278,38.91895294
抚顺,123.9643707,41.88596725
阜新,121.6764069,42.02802277
葫芦岛,120.8433991,40.71736145
锦州,121.1325989,41.10093307
辽阳,123.2433624,41.27416229
盘锦,122.0774918,41.12587357
铁岭,123.7323685,42.22994995
瓦房店,121.9856415,39.63274002
沈阳,123.4710922,41.68383026
营口,122.2415772,40.67313766
阿拉善盟,105.7353745,38.85827637
包头 ,109.8465424,40.66292953
巴彦淖尔,107.3944016,40.74935913
赤峰,118.8955231,42.26168823
鄂尔多斯,109.7874374,39.61448288
呼伦贝尔,119.7723694,49.21844482
呼和浩特,111.7555084,40.848423
通辽,122.2505264,43.65798187
乌兰察布,113.1394653,41.0007515
乌海,106.8003922,39.66200638
兴安盟,122.0443573,46.08846283
锡林郭勒盟,116.05439,43.93942261
固原,106.2485733,36.02161789
石嘴山,106.3905945,38.98968124
吴忠,106.205368,38.0037117
银川,106.2384949,38.49246216
中卫,105.2035675,37.50569916
果洛州,100.2515945,34.47719193
海东地区,102.10215,36.50996017
海北州,100.9097366,36.95407104
海南州,100.619194,36.2835083
海西州,97.37782288,37.3828392
黄南州,102.0316467,35.52969742
西宁,101.7844467,36.62338638
玉树州,97.01318359,33.0109787
上海,121.4805374,31.23592949
阿坝州,102.2311859,31.90560913
巴中,106.7515793,31.87288857
成都,104.0815277,30.65582275
德阳,104.404419,31.13311577
达州,107.4745941,31.21430779
广元,105.8504181,32.44161606
广安,106.6395569,30.46174622
甘孜州,101.968544,30.05527878
乐山,103.7725372,29.55793953
凉山州,102.2734985,27.88775253
泸州,105.4485245,28.87766838
眉山,103.8565674,30.08252716
绵阳,104.6855621,31.47366333
内江,105.0645905,29.585886
南充,106.1175003,30.84378242
攀枝花,101.7255478,26.58803368
遂宁,105.5994263,30.53909683
宜宾,104.6494064,28.75800705
雅安,103.0495377,30.0167923
自贡,104.7844467,29.34558487
资阳,104.6344376,30.13495636
滨州,117.9774017,37.38819885
东营,118.5884628,37.45484924
德州,116.3655548,37.44130707
菏泽,115.4875488,35.23940659
即墨,120.453537,36.3947525
济南,117.1263962,36.65655518
济宁,116.5936127,35.42017746
胶南,119.856308,35.8528595
胶州,120.0395355,36.2703476
临沂,118.3635407,35.110672
聊城,115.9915848,36.46275711
莱州,119.9486008,37.18263626
莱芜,117.6665878,36.20883942
莱西,120.5245514,36.89395523
平度,119.9944077,36.78269196
蓬莱,120.765564,37.81644058
青岛,120.3894577,36.07222748
乳山,121.5464325,36.92517471
日照,119.5334168,35.42284012
荣成,122.4925079,37.17131805
寿光,118.7974167,36.8619194
泰安,117.0944901,36.20585632
威海,122.1275482,37.5164299
文登,122.0644302,37.20011139
潍坊,119.1683731,36.7126503
烟台,121.4544144,37.47003937
招远,120.4405975,37.36113739
枣庄,117.3305359,34.81599426
淄博,118.0614548,36.81908417
长治,113.1225586,36.20126724
大同,113.3064346,40.08246994
晋中,112.7595902,37.69284058
晋城,112.8585739,35.49628448
临汾,111.525528,36.09374237
吕梁,111.1504517,37.52449799
朔州,112.4393768,39.33710861
太原,112.5563965,37.87699127
忻州,112.7406235,38.42238235
运城,111.013382,35.03270721
阳泉,113.587616,37.86236191
安康,109.0356064,32.69051361
宝鸡,107.2445755,34.36891556
汉中,107.0294266,33.07379913
商洛,109.9244156,33.87863159
铜川,108.9524002,34.90263748
渭南,109.5165939,34.50571442
咸阳,108.7154236,34.33547592
西安,108.9464645,34.34726715
延安,109.496582,36.59111023
榆林,109.7416153,38.29088211
天津,117.2095184,39.09366989
阿克苏地区,80.26693726,41.17502975
阿勒泰地区,88.14792633,47.8507309
博州,82.08268738,44.85631943
昌吉州,87.28603363,44.01239777
和田地区,79.92851257,37.12044525
哈密地区,93.52313995,42.86866379
克州,76.22424316,39.72344589
卡拉玛依,84.89589691,45.58567429
喀什地区,75.9963913,39.47609711
库尔勒,86.1800766,41.73261642
石河子,86.08689117,44.31197357
吐鲁番地区,89.18043518,42.94628906
塔城地区,82.98723602,46.75094604
乌鲁木齐,87.62443542,43.83076477
五家渠,87.54993439,44.17244339
伊犁哈萨克州,81.12931061,43.1660614
阿里地区,80.11277771,32.50686646
昌都地区,97.17482758,31.14962196
拉萨,91.12082672,29.65003967
林芝地区,94.36205292,29.66179085
那曲地区,92.07112122,31.48047066
日客则地区,88.89369965,29.27565765
山南地区,91.77867889,29.24302673
保山,99.17727661,25.13903809
楚雄州,101.5344086,25.05177307
大理州,100.2745819,25.61212921
德宏州,98.59141541,24.43803024
迪庆州,99.70948029,27.82526398
红河州,103.3821487,23.3699131
昆明,102.8524475,24.87399864
临沧,100.0954437,23.8904686
丽江,100.23246,26.86065674
怒江州,98.8631897,25.82373619
普洱,100.9658127,22.76425171
曲靖,103.8024368,25.49640656
文山州,104.2225723,23.40599442
西双版纳州,100.803833,22.01379204
玉溪,102.5535584,24.35770988
昭通,103.7235107,27.34408379
富阳,119.9665527,30.05472374
杭州,120.2155075,30.25308228
湖州,120.0945206,30.89896393
嘉兴,120.7635498,30.75097466
金华,119.6534424,29.0846405
临安,119.7315216,30.23980522
丽水,119.9295731,28.47327805
宁波,121.6285706,29.86603355
衢州,118.8666,28.97554588
绍兴,120.5854797,30.03636932
台州,121.4274292,28.6621933
温州,120.7064819,28.00108528
义乌,120.0815811,29.3111496
舟山,122.2135544,29.99091148
诸暨,120.2534103,29.7149353
